#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
    300       300       3     154038.66      13894.50     498198.32      0.00400      1.06206     0.9930     0.4000     0.4000
    300       300       6     146355.65      13894.50     582079.36      0.65420      0.75641     0.4620     0.3680     0.3680
    300       300       9     141986.43      13894.50     676641.51      0.50730      0.40361     0.5780     0.4650     0.4650
    300       300      12     141126.27      13894.50     659210.23      0.01729      0.60302     0.9810     0.3850     0.3850
    300       300      15     138455.49      13894.50     688515.13      0.03078      0.38114     0.9830     0.4400     0.4400
    301       301       3      41804.37       2050.01     693756.83      0.49068      0.61261     0.5410     0.5060     0.5060
    301       301       6      41143.77       2050.01     702808.57      0.92453      0.72362     0.2970     0.4030     0.2970
    301       301       9      43083.76       2050.01     763431.90      0.24798      0.42810     0.8100     0.4610     0.4610
    301       301      12      42635.91       2050.01     767696.06      0.54761      0.44641     0.5610     0.4180     0.4180
    301       301      15      42863.63       2050.01     697472.80      0.38382      1.07627     0.6930     0.2400     0.2400
    302       302       3      64955.02        284.97     767654.06      0.82921      0.59559     0.2830     0.5140     0.2830
    302       302       6      63602.53        284.97     671651.78      0.79282      1.26765     0.3900     0.2890     0.2890
    302       302       9      63912.30        284.97     568470.33      1.00486      2.11854     0.3030     0.0700     0.0700
    302       302      12      63747.31        284.97     682711.36      0.31003      1.57575     0.7610     0.1320     0.1320
    302       302      15      64085.24        284.97     701924.20      0.76140      1.57679     0.4230     0.1520     0.1520
    303       303       3      62250.04       2283.48     597335.97      0.11428      1.31254     0.8800     0.3590     0.3590
    303       303       6      62567.19       2283.48     923612.76      0.27226     -0.07724     0.7500     0.6140     0.6140
    303       303       9      62570.79       2283.48     767141.37      0.33399      0.88306     0.7260     0.3050     0.3050
    303       303      12      62181.97       2283.48     743361.55      0.83867      1.15368     0.3800     0.2380     0.2380
    303       303      15      62570.64       2283.48     728682.73      1.51314      1.37317     0.1210     0.1610     0.1210
    304       304       3      61565.44        184.39     652671.45      0.40149      1.01467     0.6220     0.4450     0.4450
    304       304       6      62224.89        184.39     940302.39      0.50581     -0.16633     0.5860     0.5910     0.5860
    304       304       9      62045.45        184.39     808069.55      0.83446      0.62854     0.3720     0.3730     0.3720
    304       304      12      61545.90        184.39     771543.71      1.24486      0.83065     0.1960     0.3130     0.1960
    304       304      15      61680.74        184.39     751650.07      1.63678      1.06322     0.0770     0.2300     0.0770
    305       305       3      60711.62       4798.36     781434.18      0.79374      0.45983     0.2940     0.5380     0.2940
    305       305       6      59131.24       4798.36     633671.28      1.28168      1.39043     0.1590     0.2190     0.1590
    305       305       9      59165.39       4798.36     510744.85      1.64770      2.40244     0.0930     0.0470     0.0470
    305       305      12      57070.95       4798.36     688806.93      1.65353      1.42003     0.0850     0.1830     0.0850
    305       305      15      58828.97       4798.36     843893.46      2.20432      0.34472     0.0210     0.4420     0.0210
    306       306       3      68678.24       5825.90     700177.18      0.11735      0.87963     0.8850     0.4450     0.4450
    306       306       6      66550.34       5825.90     730647.62      0.17230      0.95275     0.8680     0.3350     0.3350
    306       306       9      67211.91       5825.90    1010241.26      1.15819     -0.62871     0.2110     0.7160     0.2110
    306       306      12      68834.64       5825.90     866667.19      1.37142      0.29558     0.1360     0.4760     0.1360
    306       306      15      69216.64       5825.90     829973.73      1.36617      0.60242     0.1530     0.3420     0.1530
    307       307       3      88457.64       5484.79    1773644.31      0.19418     -3.88712     0.8060     0.9750     0.8060
    307       307       6      89233.12       5484.79    1472923.84      0.14061     -3.63384     0.8710     0.9910     0.8710
    307       307       9      90549.68       5484.79    1196416.67      0.51163     -2.37751     0.5760     0.9610     0.5760
    307       307      12      89400.87       5484.79    1085390.89      0.12041     -1.82655     0.8910     0.9150     0.8910
    307       307      15      90066.43       5484.79    1093880.42      0.10621     -2.06696     0.9180     0.9530     0.9180
    308       308       3     135643.33       1312.77      87611.33      0.33337      3.36688     0.6660     0.0120     0.0120
    308       308       6     128680.56       1312.77     366041.97      0.56185      2.41496     0.5440     0.0480     0.0480
    308       308       9     124143.79       1312.77     711438.32      1.14053      0.40974     0.2070     0.4580     0.2070
    308       308      12     121080.04       1312.77     870432.00      2.44607     -0.85293     0.0050     0.7630     0.0050
    308       308      15     121370.87       1312.77     901737.82      2.67143     -1.21498     0.0110     0.8530     0.0110
    309       309       3     135643.33       3336.88      87611.33      0.33337      3.36688     0.6380     0.0050     0.0050
    309       309       6     129032.75       3336.88     286593.87      0.68621      2.94407     0.4540     0.0310     0.0310
    309       309       9     124985.60       3336.88     327646.68      0.40109      3.23863     0.6920     0.0120     0.0120
    309       309      12     125080.83       3336.88     698392.58      1.92855      0.56613     0.0420     0.4080     0.0420
    309       309      15     122577.07       3336.88     918383.41      2.62701     -1.36511     0.0070     0.8600     0.0070
    310       310       3      89819.00      12982.79     803789.85      0.70650      0.17470     0.3550     0.5510     0.3550
    310       310       6      88575.20      12982.79     633129.92      1.50674      1.36101     0.1180     0.2500     0.1180
    310       310       9      78954.78      12982.79     579631.42      2.41156      1.92939     0.0110     0.1000     0.0110
    310       310      12      73915.10      12982.79     865144.34      1.75977      0.30977     0.0630     0.4470     0.0630
    310       310      15      69387.51      12982.79     816882.13      1.78869      0.70203     0.0790     0.3460     0.0790
    311       311       3      89819.00      12713.50     803789.85      0.70650      0.17470     0.3760     0.6090     0.3760
    311       311       6      88575.20      12713.50     633129.92      1.50674      1.36101     0.0950     0.2390     0.0950
    311       311       9      78954.78      12713.50     579631.42      2.41156      1.92939     0.0140     0.0950     0.0140
